Vendor,Command,SubcommandLevel1,SubcommandLevel2,SubcommandLevel3
Broadcom,ip,route,track <id>,,
Broadcom,show,ip,route,track,,
Broadcom,ip,route,fallback,,
Broadcom,show,ip,route,fallback,,
Broadcom,ip,route,summary,,
Broadcom,show,ip,route,summary,,
Broadcom,ip,route,suppress,,
Broadcom,show,ip,route,suppress,,
Broadcom,ip,route,tag <value>,,
Broadcom,show,ip,route,tag,,
Broadcom,ip,route,redistribute <protocol>,,
Broadcom,show,ip,route,redistribute,,
Broadcom,ip,route,preference <value>,,
Broadcom,show,ip,route,preference,,
Broadcom,ip,route,metric <value>,,
Broadcom,show,ip,route,metric,,
Broadcom,ip,route,distance <value>,,
Broadcom,show,ip,route,distance,,
Broadcom,ip,route,convergence,,
Broadcom,show,ip,route,convergence,,
Broadcom,ip,route,statistics,,
Broadcom,show,ip,route,statistics,,
Broadcom,ip,route,lookup,,
Broadcom,show,ip,route,lookup,,
Broadcom,ip,route,resolve,,
Broadcom,show,ip,route,resolve,,
Broadcom,ip,route,reachable,,
Broadcom,show,ip,route,reachable,,
Broadcom,ip,route,connected,,
Broadcom,show,ip,route,connected,,
Broadcom,ip,route,detail,,
Broadcom,show,ip,route,detail,,
Broadcom,ip,route,all,,
Broadcom,show,ip,route,all,,
Broadcom,ip,route,vrf <name> summary,,
Broadcom,show,ip,route,vrf <name> summary,,
Broadcom,ip,route,vrf <name> detail,,
Broadcom,show,ip,route,vrf <name> detail,,
Broadcom,ip,route,vrf <name> all,,
Broadcom,show,ip,route,vrf <name> all,,
Broadcom,ip,arp,gratuitous,,
Broadcom,show,arp,gratuitous,,
Broadcom,ip,arp,timeout <seconds>,,
Broadcom,show,arp,timeout,,
Broadcom,ip,arp,incomplete,,
Broadcom,show,arp,incomplete,,
Broadcom,ip,arp,proxy,,
Broadcom,show,arp,proxy,,
Broadcom,ip,arp,static,,
Broadcom,show,arp,static,,
Broadcom,ip,arp,summary,,
Broadcom,show,arp,summary,,
Broadcom,ip,arp,detail,,
Broadcom,show,arp,detail,,
Broadcom,ip,arp,statistics,,
Broadcom,show,arp,statistics,,
Broadcom,ip,arp,inspection,,
Broadcom,show,arp,inspection,,
Broadcom,ip,arp,vrf <name>,,
Broadcom,show,arp,vrf <name>,,
Broadcom,ip,arp,interface ethernet <interface-number>,,
Broadcom,show,arp,interface ethernet <interface-number>,,
Broadcom,ip,arp,cache,,
Broadcom,show,arp,cache,,
Broadcom,ip,arp,entry,,
Broadcom,show,arp,entry,,
Broadcom,ip,arp,table,,
Broadcom,show,arp,table,,
Broadcom,ip,arp,lookup,,
Broadcom,show,arp,lookup,,
Broadcom,ip,arp,resolve,,
Broadcom,show,arp,resolve,,
Broadcom,ip,arp,reachable,,
Broadcom,show,arp,reachable,,
Broadcom,ip,arp,connected,,
Broadcom,show,arp,connected,,
Broadcom,ip,arp,vrf <name> summary,,
Broadcom,show,arp,vrf <name> summary,,
Broadcom,ip,arp,vrf <name> detail,,
Broadcom,show,arp,vrf <name> detail,,
Broadcom,ip,arp,vrf <name> statistics,,
Broadcom,show,arp,vrf <name> statistics,,
Broadcom,ip,arp,vrf <name> inspection,,
Broadcom,show,arp,vrf <name> inspection,,
Broadcom,ip,arp,vrf <name> interface ethernet <interface-number>,,
Broadcom,show,arp,vrf <name> interface ethernet <interface-number>,,
Broadcom,ip,arp,vrf <name> cache,,
Broadcom,show,arp,vrf <name> cache,,
Broadcom,ip,arp,vrf <name> entry,,
Broadcom,show,arp,vrf <name> entry,,
Broadcom,ip,arp,vrf <name> table,,
Broadcom,show,arp,vrf <name> table,,
Broadcom,ip,arp,vrf <name> lookup,,
Broadcom,show,arp,vrf <name> lookup,,
Broadcom,ip,arp,vrf <name> resolve,,
Broadcom,show,arp,vrf <name> resolve,,
Broadcom,ip,arp,vrf <name> reachable,,
Broadcom,show,arp,vrf <name> reachable,,
Broadcom,ip,arp,vrf <name> connected,,
Broadcom,show,arp,vrf <name> connected,,
Broadcom,ip,ospf,authentication message-digest,,
Broadcom,show,ip,ospf,database,,
Broadcom,ip,bgp,maximum-paths <value>,,
Broadcom,show,ip,bgp,detail,,
Broadcom,ip,rip,authentication md5 <key>,,
Broadcom,show,ip,rip,interface,,
Broadcom,ip,vrf,forwarding <name>,,
Broadcom,show,ip,vrf,detail,,
Broadcom,ip,multicast,vrf <name>,,
Broadcom,show,ip,multicast,vrf <name>,,
Broadcom,ip,pim,vrf <name>,,
Broadcom,show,ip,pim,vrf <name>,,
Broadcom,ip,igmp,vrf <name>,,
Broadcom,show,ip,igmp,vrf <name>,,
Broadcom,ip,ospf,vrf <name>,,
Broadcom,show,ip,ospf,vrf <name>,,
Broadcom,ip,bgp,vrf <name>,,
Broadcom,show,ip,bgp,vrf <name>,,
Broadcom,ip,rip,vrf <name>,,
Broadcom,show,ip,rip,vrf <name>,,
Broadcom,bash,<linux-command>,,,
Broadcom,mlag,configuration,peer-link <interface>,,
Broadcom,show,mlag,detail,,
Broadcom,ip,dhcp,pool <name>,,,
Broadcom,ip,dhcp,pool <name>,network <network>/<prefix-length>,,
Broadcom,show,ip,dhcp,binding,,
Broadcom,ip,dhcp,server,,
Broadcom,show,ip,dhcp,server,,
Broadcom,port-security,enable,,,
Broadcom,show,port-security,interface ethernet <interface-number>,,
Broadcom,ip,virtual-router,mac-address <mac>,,
Broadcom,show,ip,virtual-router,,,
Broadcom,evpn,enable,,,
Broadcom,show,evpn,,,
Broadcom,evpn,vni <vni>,,,
Broadcom,show,evpn,vni,,
Broadcom,ip,vrf,evpn,,
Broadcom,show,ip,vrf,evpn,,
Broadcom,ip,route,evpn,,
Broadcom,show,ip,route,evpn,,
Broadcom,ip,route,vrf <name> evpn,,
Broadcom,show,ip,route,vrf <name> evpn,,
Broadcom,ip,bgp,evpn,,
Broadcom,show,ip,bgp,evpn,,
Broadcom,ip,bgp,vrf <name> evpn,,
Broadcom,show,ip,bgp,vrf <name> evpn,,
Broadcom,interface,loopback <id>,,,
Broadcom,interface,loopback <id>,ip address <address>/<prefix-length>,,
Broadcom,show,interface,loopback <id>,,
Broadcom,ip,ospf,area <area-id> stub,,
Broadcom,show,ip,ospf,neighbor detail,,
Broadcom,ip,bgp,neighbor <ip-address> update-source <interface>,,
Broadcom,show,ip,bgp,neighbors,,
Broadcom,ip,rip,split-horizon,,
Broadcom,show,ip,rip,neighbor,,
Broadcom,interface,ethernet <interface-number>,speed <value>,,
Broadcom,show,interface,speed,,
Broadcom,interface,ethernet <interface-number>,duplex full,,
Broadcom,show,interface,duplex,,
Broadcom,ip,ospf,priority <value>,,
Broadcom,show,ip,ospf,interface detail,,
Broadcom,ip,bgp,maximum-prefix <value>,,
Broadcom,show,ip,bgp,summary detail,,
Broadcom,ip,rip,authentication text <key>,,
Broadcom,show,ip,rip,statistics,,
Broadcom,ip,dhcp,snooping,,
Broadcom,show,ip,dhcp,snooping,,
Broadcom,ip,dhcp,snooping vlan <vlan-id>,,
Broadcom,show,ip,dhcp,snooping vlan <vlan-id>,,
Broadcom,aaa,authentication,login local,,,
Broadcom,show,aaa,authentication,,
Broadcom,logging,level,<level>,,
Broadcom,show,logging,level,,
Broadcom,interface,port-channel <id>,,,
Broadcom,show,port-channel,summary,,
Broadcom,ip,source-guard,enable,,
Broadcom,show,ip,source-guard,,
Broadcom,mlag,configuration,heartbeat-interval <milliseconds>,,
Broadcom,show,mlag,heartbeat,,
Broadcom,evpn,vni <vni>,type vlan,,
Broadcom,show,evpn,vni type,,
Broadcom,ip,route,evpn summary,,
Broadcom,show,ip,route,evpn summary,,
Broadcom,ip,route,vrf <name> evpn summary,,
Broadcom,show,ip,route,vrf <name> evpn summary,,
Broadcom,ip,bgp,evpn summary,,
Broadcom,show,ip,bgp,evpn summary,,
Broadcom,ip,bgp,vrf <name> evpn summary,,
Broadcom,show,ip,bgp,vrf <name> evpn summary,,
Broadcom,bash,tcpdump,-i <interface>,,
Broadcom,show,mlag,peer,,
Broadcom,ip,ospf,authentication simple-password <key>,,
Broadcom,show,ip,ospf,database detail,,
Broadcom,ip,bgp,neighbor <ip-address> soft-reconfiguration inbound,,
Broadcom,show,ip,bgp,neighbor extensive,,
Broadcom,ip,rip,timer update <seconds>,,
Broadcom,show,ip,rip,timer,,
Broadcom,interface,ethernet <interface-number>,flowcontrol,,
Broadcom,show,interface,flowcontrol,,
Broadcom,ip,source-lockdown,,,
Broadcom,show,ip,source-lockdown,,
Broadcom,mlag,configuration,reload-delay <seconds>,,
Broadcom,show,mlag,reload-delay,,
Broadcom,evpn,route-type <type>,,,
Broadcom,show,evpn,route-type <type>,,
Broadcom,ip,route,ospf summary,,
Broadcom,show,ip,route,ospf summary,,
Broadcom,ip,route,bgp summary,,
Broadcom,show,ip,route,bgp summary,,
Broadcom,ip,route,rip summary,,
Broadcom,show,ip,rip,summary,,
Broadcom,ip,route,static summary,,
Broadcom,show,ip,route,static summary,,
Broadcom,ip,route,vrf <name> ospf,,
Broadcom,show,ip,route,vrf <name> ospf,,
Broadcom,ip,route,vrf <name> bgp,,
Broadcom,show,ip,route,vrf <name> bgp,,
Broadcom,ip,route,vrf <name> rip,,
Broadcom,show,ip,route,vrf <name> rip,,
Broadcom,ip,route,vrf <name> static,,
Broadcom,show,ip,route,vrf <name> static,,
Broadcom,ip,arp,vrf <name> table summary,,
Broadcom,show,arp,vrf <name> table summary,,
Broadcom,ip,arp,vrf <name> table detail,,
Broadcom,show,arp,vrf <name> table detail,,
Broadcom,ip,arp,vrf <name> table statistics,,
Broadcom,show,arp,vrf <name> table statistics,,
Broadcom,ip,arp,vrf <name> table lookup,,
Broadcom,show,arp,vrf <name> table lookup,,
Broadcom,ip,arp,vrf <name> table resolve,,
Broadcom,show,arp,vrf <name> table resolve,,
Broadcom,ip,arp,vrf <name> table reachable,,
Broadcom,show,arp,vrf <name> table reachable,,
Broadcom,ip,arp,vrf <name> table connected,,
Broadcom,show,arp,vrf <name> table connected
