Vendor,Command,SubcommandLevel1,SubcommandLevel2,SubcommandLevel3
Aruba,ip,route,redistribute <protocol>,,
Aruba,show,ip,route,redistribute,,
Aruba,ip,route,preference <value>,,
Aruba,show,ip,route,preference,,
Aruba,ip,route,metric <value>,,
Aruba,show,ip,route,metric,,
Aruba,ip,route,distance <value>,,
Aruba,show,ip,route,distance,,
Aruba,ip,route,convergence,,
Aruba,show,ip,route,convergence,,
Aruba,ip,route,statistics,,
Aruba,show,ip,route,statistics,,
Aruba,ip,route,lookup,,
Aruba,show,ip,route,lookup,,
Aruba,ip,route,resolve,,
Aruba,show,ip,route,resolve,,
Aruba,ip,route,reachable,,
Aruba,show,ip,route,reachable,,
Aruba,ip,route,connected,,
Aruba,show,ip,route,connected,,
Aruba,ip,route,detail,,
Aruba,show,ip,route,detail,,
Aruba,ip,route,all,,
Aruba,show,ip,route,all,,
Aruba,ip,route,vrf <name> summary,,
Aruba,show,ip,route,vrf <name> summary,,
Aruba,ip,route,vrf <name> detail,,
Aruba,show,ip,route,vrf <name> detail,,
Aruba,ip,route,vrf <name> all,,
Aruba,show,ip,route,vrf <name> all,,
Aruba,ip,arp,gratuitous,,
Aruba,show,ip,arp,gratuitous,,
Aruba,ip,arp,timeout <seconds>,,
Aruba,show,ip,arp,timeout,,
Aruba,ip,arp,incomplete,,
Aruba,show,ip,arp,incomplete,,
Aruba,ip,arp,proxy,,
Aruba,show,ip,arp,proxy,,
Aruba,ip,arp,static,,
Aruba,show,ip,arp,static,,
Aruba,ip,arp,summary,,
Aruba,show,ip,arp,summary,,
Aruba,ip,arp,detail,,
Aruba,show,ip,arp,detail,,
Aruba,ip,arp,statistics,,
Aruba,show,ip,arp,statistics,,
Aruba,ip,arp,inspection,,
Aruba,show,ip,arp,inspection,,
Aruba,ip,arp,vrf <name>,,
Aruba,show,ip,arp,vrf <name>,,
Aruba,ip,arp,interface <interface-type> <interface-number>,,
Aruba,show,ip,arp,interface <interface-type> <interface-number>,,
Aruba,ip,arp,cache,,
Aruba,show,ip,arp,cache,,
Aruba,ip,arp,entry,,
Aruba,show,ip,arp,entry,,
Aruba,ip,arp,table,,
Aruba,show,ip,arp,table,,
Aruba,ip,arp,lookup,,
Aruba,show,ip,arp,lookup,,
Aruba,ip,arp,resolve,,
Aruba,show,ip,arp,resolve,,
Aruba,ip,arp,reachable,,
Aruba,show,ip,arp,reachable,,
Aruba,ip,arp,connected,,
Aruba,show,ip,arp,connected,,
Aruba,ip,arp,vrf <name> summary,,
Aruba,show,ip,arp,vrf <name> summary,,
Aruba,ip,arp,vrf <name> detail,,
Aruba,show,ip,arp,vrf <name> detail,,
Aruba,ip,arp,vrf <name> statistics,,
Aruba,show,ip,arp,vrf <name> statistics,,
Aruba,ip,arp,vrf <name> inspection,,
Aruba,show,ip,arp,vrf <name> inspection,,
Aruba,ip,arp,vrf <name> interface <interface-type> <interface-number>,,
Aruba,show,ip,arp,vrf <name> interface <interface-type> <interface-number>,,
Aruba,ip,arp,vrf <name> cache,,
Aruba,show,ip,arp,vrf <name> cache,,
Aruba,ip,arp,vrf <name> entry,,
Aruba,show,ip,arp,vrf <name> entry,,
Aruba,ip,arp,vrf <name> table,,
Aruba,show,ip,arp,vrf <name> table,,
Aruba,ip,arp,vrf <name> lookup,,
Aruba,show,ip,arp,vrf <name> lookup,,
Aruba,ip,arp,vrf <name> resolve,,
Aruba,show,ip,arp,vrf <name> resolve,,
Aruba,ip,arp,vrf <name> reachable,,
Aruba,show,ip,arp,vrf <name> reachable,,
Aruba,ip,arp,vrf <name> connected,,
Aruba,show,ip,arp,vrf <name> connected,,
Aruba,ip,ospf,authentication message-digest,,
Aruba,show,ip,ospf,database,,
Aruba,ip,bgp,maximum-paths <value>,,
Aruba,show,ip,bgp,detail,,
Aruba,ip,rip,authentication md5 <key>,,
Aruba,show,ip,rip,interface,,
Aruba,ip,vrf,forwarding <name>,,
Aruba,show,ip,vrf,detail,,
Aruba,ip,multicast,vrf <name>,,
Aruba,show,ip,multicast,vrf <name>,,
Aruba,ip,pim,vrf <name>,,
Aruba,show,ip,pim,vrf <name>,,
Aruba,ip,igmp,vrf <name>,,
Aruba,show,ip,igmp,vrf <name>,,
Aruba,ip,ospf,vrf <name>,,
Aruba,show,ip,ospf,vrf <name>,,
Aruba,ip,bgp,vrf <name>,,
Aruba,show,ip,bgp,vrf <name>,,
Aruba,ip,rip,vrf <name>,,
Aruba,show,ip,rip,vrf <name>,,
Aruba,ip,dhcp,pool <name>,,,
Aruba,ip,dhcp,pool <name>,network <network>/<prefix-length>,,
Aruba,show,ip,dhcp,binding,,
Aruba,ip,dhcp,server,,
Aruba,show,ip,dhcp,server,,
Aruba,port-security,enable,,,
Aruba,show,port-security,interface <interface-type> <interface-number>,,
Aruba,aaa,authentication,port-access mac-based,,
Aruba,show,port-access,clients,,
Aruba,ip,source-guard,enable,,
Aruba,show,ip,source-guard,,
Aruba,evpn,enable,,,
Aruba,show,evpn,,,
Aruba,evpn,vlan <vlan-id>,,,
Aruba,show,evpn,vlan,,
Aruba,ip,vrf,evpn,,
Aruba,show,ip,vrf,evpn,,
Aruba,ip,route,evpn,,
Aruba,show,ip,route,evpn,,
Aruba,ip,route,vrf <name> evpn,,
Aruba,show,ip,route,vrf <name> evpn,,
Aruba,ip,bgp,evpn,,
Aruba,show,ip,bgp,evpn,,
Aruba,ip,bgp,vrf <name> evpn,,
Aruba,show,ip,bgp,vrf <name> evpn,,
Aruba,interface,loopback <id>,,,
Aruba,interface,loopback <id>,ip address <address>/<prefix-length>,,
Aruba,show,interface,loopback <id>,,
Aruba,ip,ospf,area <area-id> stub,,
Aruba,show,ip,ospf,neighbor detail,,
Aruba,ip,bgp,neighbor <ip-address> update-source <interface>,,
Aruba,show,ip,bgp,neighbors,,
Aruba,ip,rip,split-horizon,,
Aruba,show,ip,rip,neighbor,,
Aruba,interface,<interface-type> <interface-number>,speed <value>,,
Aruba,show,interface,speed,,
Aruba,interface,<interface-type> <interface-number>,duplex full,,
Aruba,show,interface,duplex,,
Aruba,ip,ospf,priority <value>,,
Aruba,show,ip,ospf,interface detail,,
Aruba,ip,bgp,maximum-prefix <value>,,
Aruba,show,ip,bgp,summary detail,,
Aruba,ip,rip,authentication text <key>,,
Aruba,show,ip,rip,statistics,,
Aruba,ip,dhcp,snooping,,
Aruba,show,ip,dhcp,snooping,,
Aruba,ip,dhcp,snooping vlan <vlan-id>,,
Aruba,show,ip,dhcp,snooping vlan <vlan-id>,,
Aruba,aaa,server-group,<name>,,
Aruba,show,aaa,server-group,,
Aruba,logging,level,<level>,,
Aruba,show,logging,level,,
Aruba,interface,<interface-type> <interface-number>,port-channel <id>,,
Aruba,show,port-channel,summary,,
Aruba,ip,source-lockdown,,
Aruba,show,ip,source-lockdown,,
Aruba,ip,route,ospf summary,,
Aruba,show,ip,route,ospf summary,,
Aruba,ip,route,bgp summary,,
Aruba,show,ip,route,bgp summary,,
Aruba,ip,route,rip summary,,
Aruba,show,ip,route,rip summary,,
Aruba,ip,route,static summary,,
Aruba,show,ip,route,static summary,,
Aruba,ip,route,vrf <name> ospf,,
Aruba,show,ip,route,vrf <name> ospf,,
Aruba,ip,route,vrf <name> bgp,,
Aruba,show,ip,route,vrf <name> bgp,,
Aruba,ip,route,vrf <name> rip,,
Aruba,show,ip,route,vrf <name> rip,,
Aruba,ip,route,vrf <name> static,,
Aruba,show,ip,route,vrf <name> static,,
Aruba,ip,arp,vrf <name> table summary,,
Aruba,show,ip,arp,vrf <name> table summary,,
Aruba,ip,arp,vrf <name> table detail,,
Aruba,show,ip,arp,vrf <name> table detail,,
Aruba,ip,arp,vrf <name> table statistics,,
Aruba,show,ip,arp,vrf <name> table statistics,,
Aruba,ip,arp,vrf <name> table lookup,,
Aruba,show,ip,arp,vrf <name> table lookup,,
Aruba,ip,arp,vrf <name> table resolve,,
Aruba,show,ip,arp,vrf <name> table resolve,,
Aruba,ip,arp,vrf <name> table reachable,,
Aruba,show,ip,arp,vrf <name> table reachable,,
Aruba,ip,arp,vrf <name> table connected,,
Aruba,show,ip,arp,vrf <name> table connected,,
Aruba,ip,ospf,vrf <name> summary,,
Aruba,show,ip,ospf,vrf <name> summary,,
Aruba,ip,bgp,vrf <name> summary,,
Aruba,show,ip,bgp,vrf <name> summary,,
Aruba,ip,rip,vrf <name> summary,,
Aruba,show,ip,rip,vrf <name> summary,,
Aruba,ip,multicast,vrf <name> summary,,
Aruba,show,ip,multicast,vrf <name> summary,,
Aruba,ip,pim,vrf <name> summary,,
Aruba,show,ip,pim,vrf <name> summary,,
Aruba,ip,igmp,vrf <name> summary,,
Aruba,show,ip,igmp,vrf <name> summary,,
Aruba,vsx,inter-switch-link,<interface-type> <interface-number>,,
Aruba,show,vsx,inter-switch-link,,
Aruba,vsx,sync,global-configuration,,
Aruba,show,vsx,sync status,,
Aruba,ip,dhcp,server vrf <name>,,
Aruba,show,ip,dhcp,server vrf <name>,,
Aruba,port-security,mac-address <mac>,,
Aruba,show,port-security,mac-address,,
Aruba,aaa,authentication,port-access dot1x,,
Aruba,show,port-access,dot1x,,
Aruba,ip,source-guard,vrf <name>,,
Aruba,show,ip,source-guard,vrf <name>,,
Aruba,evpn,route-type <type>,,,
Aruba,show,evpn,route-type <type>,,
Aruba,ip,route,evpn summary,,
Aruba,show,ip,route,evpn summary,,
Aruba,ip,route,vrf <name> evpn summary,,
Aruba,show,ip,route,vrf <name> evpn summary,,
Aruba,ip,bgp,evpn summary,,
Aruba,show,ip,bgp,evpn summary,,
Aruba,ip,bgp,vrf <name> evpn summary,,
Aruba,show,ip,bgp,vrf <name> evpn summary
