Vendor,Command,SubcommandLevel1,SubcommandLevel2,SubcommandLevel3
Dell,aaa,authentication,login tacacs,,,
Dell,show,aaa,authentication,,
Dell,logging,level,<level>,,
Dell,show,logging,level,,
Dell,interface,port-channel <id>,,,
Dell,show,port-channel,summary,,
Dell,ip,source-guard,enable,,
Dell,show,ip,source-guard,,
Dell,ip,route,ospf summary,,
Dell,show,ip,route,ospf summary,,
Dell,ip,route,bgp summary,,
Dell,show,ip,route,bgp summary,,
Dell,ip,route,rip summary,,
Dell,show,ip,route,rip summary,,
Dell,ip,route,static summary,,
Dell,show,ip,route,static summary,,
Dell,ip,route,vrf <name> ospf,,
Dell,show,ip,route,vrf <name> ospf,,
Dell,ip,route,vrf <name> bgp,,
Dell,show,ip,route,vrf <name> bgp,,
Dell,ip,route,vrf <name> rip,,
Dell,show,ip,route,vrf <name> rip,,
Dell,ip,route,vrf <name> static,,
Dell,show,ip,route,vrf <name> static,,
Dell,ip,arp,vrf <name> table summary,,
Dell,show,arp,vrf <name> table summary,,
Dell,ip,arp,vrf <name> table detail,,
Dell,show,arp,vrf <name> table detail,,
Dell,ip,arp,vrf <name> table statistics,,
Dell,show,arp,vrf <name> table statistics,,
Dell,ip,arp,vrf <name> table lookup,,
Dell,show,arp,vrf <name> table lookup,,
Dell,ip,arp,vrf <name> table resolve,,
Dell,show,arp,vrf <name> table resolve,,
Dell,ip,arp,vrf <name> table reachable,,
Dell,show,arp,vrf <name> table reachable,,
Dell,ip,arp,vrf <name> table connected,,
Dell,show,arp,vrf <name> table connected,,
Dell,ip,ospf,vrf <name> summary,,
Dell,show,ip,ospf,vrf <name> summary,,
Dell,ip,bgp,vrf <name> summary,,
Dell,show,ip,bgp,vrf <name> summary,,
Dell,ip,rip,vrf <name> summary,,
Dell,show,ip,rip,vrf <name> summary,,
Dell,ip,multicast,vrf <name> summary,,
Dell,show,ip,multicast,vrf <name> summary,,
Dell,ip,pim,vrf <name> summary,,
Dell,show,ip,pim,vrf <name> summary,,
Dell,ip,igmp,vrf <name> summary,,
Dell,show,ip,igmp,vrf <name> summary,,
Dell,vlt,domain <id>,backup destination <ip-address>,,
Dell,show,vlt,backup,,
Dell,evpn,vni <vni> type vlan,,
Dell,show,evpn,vni type,,
Dell,ip,route,evpn summary,,
Dell,show,ip,route,evpn summary,,
Dell,ip,route,vrf <name> evpn summary,,
Dell,show,ip,route,vrf <name> evpn summary,,
Dell,ip,bgp,evpn summary,,
Dell,show,ip,bgp,evpn summary,,
Dell,ip,bgp,vrf <name> evpn summary,,
Dell,show,ip,bgp,vrf <name> evpn summary
