Vendor,Command,SubcommandLevel1,SubcommandLevel2,SubcommandLevel3
Arista,show,ip,route,suppress,
Arista,ip,route,tag <value>,,
Arista,show,ip,route,tag,
Arista,ip,route,redistribute <protocol>,,
Arista,show,ip,route,redistribute,
Arista,ip,route,preference <value>,,
Arista,show,ip,route,preference,
Arista,ip,route,metric <value>,,
Arista,show,ip,route,metric,
Arista,ip,route,distance <value>,,
Arista,show,ip,route,distance,
Arista,ip,route,convergence,,
Arista,show,ip,route,convergence,
Arista,ip,route,statistics,,
Arista,show,ip,route,statistics,
Arista,ip,route,lookup,,
Arista,show,ip,route,lookup,
Arista,ip,route,resolve,,
Arista,show,ip,route,resolve,
Arista,ip,route,reachable,,
Arista,show,ip,route,reachable,
Arista,ip,route,connected,,
Arista,show,ip,route,connected,
Arista,ip,route,detail,,
Arista,show,ip,route,detail,
Arista,ip,route,all,,
Arista,show,ip,route,all,
Arista,ip,route,vrf,,
Arista,show,ip,route,vrf,
Arista,ip,route,ospf,,
Arista,show,ip,route,ospf,
Arista,ip,route,bgp,,
Arista,show,ip,route,bgp,
Arista,ip,route,rip,,
Arista,show,ip,route,rip,
Arista,ip,route,static,,
Arista,show,ip,route,static,
Arista,ip,arp,gratuitous,,
Arista,show,ip,arp,gratuitous,
Arista,ip,arp,timeout <seconds>,,
Arista,show,ip,arp,timeout,
Arista,ip,arp,incomplete,,
Arista,show,ip,arp,incomplete,
Arista,ip,arp,proxy,,
Arista,show,ip,arp,proxy,
Arista,ip,arp,static,,
Arista,show,ip,arp,static,
Arista,ip,arp,summary,,
Arista,show,ip,arp,summary,
Arista,ip,arp,detail,,
Arista,show,ip,arp,detail,
Arista,ip,arp,statistics,,
Arista,show,ip,arp,statistics,
Arista,ip,arp,inspection,,
Arista,show,ip,arp,inspection,
Arista,ip,arp,vrf,,
Arista,show,ip,arp,vrf,
Arista,ip,arp,interface,,
Arista,show,ip,arp,interface,
Arista,ip,arp,cache,,
Arista,show,ip,arp,cache,
Arista,ip,arp,entry,,
Arista,show,ip,arp,entry,
Arista,ip,arp,table,,
Arista,show,ip,arp,table,
Arista,ip,arp,lookup,,
Arista,show,ip,arp,lookup,
Arista,ip,arp,resolve,,
Arista,show,ip,arp,resolve,
Arista,ip,arp,reachable,,
Arista,show,ip,arp,reachable,
Arista,ip,arp,connected,,
Arista,show,ip,arp,connected,
Arista,interface,<interface-type> <interface-number>,mtu <value>,,
Arista,show,interface,mtu,,
Arista,interface,<interface-type> <interface-number>,description <text>,,
Arista,show,interface,description,,
Arista,ip,ospf,authentication message-digest,,
Arista,show,ip,ospf,database,
Arista,ip,bgp,maximum-paths <value>,,
Arista,show,ip,bgp,detail,
Arista,ip,rip,authentication md5 <key>,,
Arista,show,ip,rip,interface,
Arista,ip,vrf,forwarding <name>,,
Arista,show,ip,vrf,detail,
Arista,ip,multicast,vrf <name>,,
Arista,show,ip,multicast,vrf <name>,
Arista,ip,pim,vrf <name>,,
Arista,show,ip,pim,vrf <name>,
Arista,ip,igmp,vrf <name>,,
Arista,show,ip,igmp,vrf <name>,
Arista,ip,ospf,vrf <name>,,
Arista,show,ip,ospf,vrf <name>,
Arista,ip,bgp,vrf <name>,,
Arista,show,ip,bgp,vrf <name>,
Arista,ip,rip,vrf <name>,,
Arista,show,ip,rip,vrf <name>,
Arista,ip,route,vrf <name> summary,,
Arista,show,ip,route,vrf <name> summary,
Arista,ip,route,vrf <name> detail,,
Arista,show,ip,route,vrf <name> detail,
Arista,ip,route,vrf <name> all,,
Arista,show,ip,route,vrf <name> all,
Arista,ip,arp,vrf <name> summary,,
Arista,show,ip,arp,vrf <name> summary,
Arista,ip,arp,vrf <name> detail,,
Arista,show,ip,arp,vrf <name> detail,
Arista,ip,arp,vrf <name> statistics,,
Arista,show,ip,arp,vrf <name> statistics,
Arista,ip,arp,vrf <name> inspection,,
Arista,show,ip,arp,vrf <name> inspection,
Arista,ip,arp,vrf <name> interface,,
Arista,show,ip,arp,vrf <name> interface,
Arista,ip,arp,vrf <name> cache,,
Arista,show,ip,arp,vrf <name> cache,
Arista,ip,arp,vrf <name> entry,,
Arista,show,ip,arp,vrf <name> entry,
Arista,ip,arp,vrf <name> table,,
Arista,show,ip,arp,vrf <name> table,
Arista,ip,arp,vrf <name> lookup,,
Arista,show,ip,arp,vrf <name> lookup,
Arista,ip,arp,vrf <name> resolve,,
Arista,show,ip,arp,vrf <name> resolve,
Arista,ip,arp,vrf <name> reachable,,
Arista,show,ip,arp,vrf <name> reachable,
Arista,ip,arp,vrf <name> connected,,
Arista,show,ip,arp,vrf <name> connected
