Vendor,Command,SubcommandLevel1,SubcommandLevel2,SubcommandLevel3
Extreme,show,bgp,neighbor,,
Extreme,configure,rip,add vlan <vlan-name>,,
Extreme,show,rip,interface,,
Extreme,configure,isis,add vlan <vlan-name> area <area-id>,,
Extreme,show,isis,adjacency,,
Extreme,configure,pim,sparse vlan <vlan-name>,,
Extreme,show,pim,neighbor,,
Extreme,configure,igmp,vlan <vlan-name>,,
Extreme,show,igmp,group,,
Extreme,configure,vrf,<vrf-name>,,
Extreme,show,vrf,<vrf-name>,,
Extreme,configure,iproute,vrf <vrf-name> add <network>/<prefix-length> <gateway>,,
Extreme,show,iproute,vrf <vrf-name>,,
Extreme,show,iparp,vrf <vrf-name>,,
Extreme,configure,ports,<port-list> mtu <value>,,
Extreme,show,ports,mtu,,
Extreme,configure,ports,<port-list> speed <value>,,
Extreme,show,ports,speed,,
Extreme,configure,vlan,<vlan-name>,description <text>,,
Extreme,show,vlan,description,,
Extreme,configure,ospf,area <area-id> authentication md5 <key>,,
Extreme,show,ospf,database,,
Extreme,configure,bgp,neighbor <ip-address> update-source <interface>,,
Extreme,show,bgp,neighbor detail,,
Extreme,configure,rip,authentication md5 <key>,,
Extreme,show,rip,statistics,,
Extreme,configure,isis,level <level> authentication md5 <key>,,
Extreme,show,isis,database,,
Extreme,configure,pim,vrf <vrf-name>,,
Extreme,show,pim,vrf <vrf-name>,,
Extreme,configure,igmp,vrf <vrf-name>,,
Extreme,show,igmp,vrf <vrf-name>,,
Extreme,configure,mlag,peer <peer-name> lacp-mac <mac-address>,,
Extreme,show,mlag,ports,,
Extreme,configure,vxlan,add vni <vni> vlan <vlan-name>,,
Extreme,show,vxlan,vni,,
Extreme,configure,policy,profile <id>,,
Extreme,show,policy,profile,,
Extreme,configure,ports,<port-list> qosprofile <profile>,,
Extreme,show,ports,qosprofile,,
Extreme,configure,stpd,<stpd-name> mode mstp,,
Extreme,show,stpd,<stpd-name>,,
Extreme,configure,dhcp,vlan <vlan-name> server <ip-address>,,
Extreme,show,dhcp,binding,,
Extreme,configure,ports,<port-list> port-security,,
Extreme,show,ports,port-security,,
Extreme,configure,aaa,radius server <ip-address>,,
Extreme,show,aaa,radius,,
Extreme,configure,log,level <level>,,
Extreme,show,log,events,,
Extreme,configure,iparp,add <ip-address> <mac-address>,,
Extreme,show,iparp,static,,
Extreme,configure,iparp,timeout <seconds>,,
Extreme,show,iparp,timeout,,
Extreme,show,iparp,statistics,,
Extreme,show,iparp,vrf <vrf-name> statistics,,
Extreme,show,iparp,summary,,
Extreme,show,iparp,vrf <vrf-name> summary,,
Extreme,show,iparp,detail,,
Extreme,show,iparp,vrf <vrf-name> detail,,
Extreme,show,iparp,cache,,
Extreme,show,iparp,vrf <vrf-name> cache,,
Extreme,show,iparp,entry,,
Extreme,show,iparp,vrf <vrf-name> entry,,
Extreme,show,iparp,table,,
Extreme,show,iparp,vrf <vrf-name> table,,
Extreme,show,iparp,lookup,,
Extreme,show,iparp,vrf <vrf-name> lookup,,
Extreme,show,iparp,resolve,,
Extreme,show,iparp,vrf <vrf-name> resolve,,
Extreme,show,iparp,reachable,,
Extreme,show,iparp,vrf <vrf-name> reachable,,
Extreme,show,iparp,connected,,
Extreme,show,iparp,vrf <vrf-name> connected,,
Extreme,configure,ospf,area <area-id> stub,,
Extreme,show,ospf,neighbor detail,,
Extreme,configure,bgp,neighbor <ip-address> maximum-prefix <value>,,
Extreme,show,bgp,neighbor summary,,
Extreme,configure,rip,split-horizon,,
Extreme,show,rip,neighbor,,
Extreme,configure,isis,level <level> metric <value>,,
Extreme,show,isis,adjacency detail,,
Extreme,configure,pim,crp <ip-address>,,
Extreme,show,pim,crp,,
Extreme,configure,igmp,snooping vlan <vlan-name>,,
Extreme,show,igmp,snooping,,
Extreme,configure,vrf,<vrf-name> rd <route-distinguisher>,,
Extreme,show,vrf,detail,,
Extreme,configure,iproute,vrf <vrf-name> default gateway <ip-address>,,
Extreme,show,iproute,vrf <vrf-name> default,,
Extreme,configure,ports,<port-list> auto-speed,,
Extreme,show,ports,auto-speed,,
Extreme,configure,vlan,<vlan-name>,qosprofile <profile>,,
Extreme,show,vlan,qosprofile,,
Extreme,configure,stpd,<stpd-name> priority <value>,,
Extreme,show,stpd,detail,,
Extreme,configure,dhcp,vlan <vlan-name> lease-timer <seconds>,,
Extreme,show,dhcp,lease,,
Extreme,configure,ports,<port-list> storm-control,,
Extreme,show,ports,storm-control,,
Extreme,configure,aaa,tacacs server <ip-address>,,
Extreme,show,aaa,tacacs,,
Extreme,configure,log,target console,,
Extreme,show,log,console,,
Extreme,configure,iparp,vrf <vrf-name> add <ip-address> <mac-address>,,
Extreme,show,iparp,vrf <vrf-name> static,,
Extreme,configure,ospf,area <area-id> authentication simple-password <key>,,
Extreme,show,ospf,database detail,,
Extreme,configure,bgp,neighbor <ip-address> soft-reconfiguration inbound,,
Extreme,show,bgp,neighbor extensive,,
Extreme,configure,rip,authentication text <key>,,
Extreme,show,rip,statistics detail,,
Extreme,configure,isis,level <level> priority <value>,,
Extreme,show,isis,database detail,,
Extreme,configure,pim,register-rate-limit <value>,,
Extreme,show,pim,register,,
Extreme,configure,igmp,query-interval <seconds>,,
Extreme,show,igmp,query,,
Extreme,configure,vrf,<vrf-name> ip-forwarding,,
Extreme,show,vrf,ip-forwarding,,
Extreme,configure,iproute,vrf <vrf-name> priority <value>,,
Extreme,show,iproute,vrf <vrf-name> priority,,
Extreme,configure,ports,<port-list> description <text>,,
Extreme,show,ports,description,,
Extreme,configure,vlan,<vlan-name>,protocol <protocol>,,
Extreme,show,vlan,protocol,,
Extreme,configure,stpd,<stpd-name> mode rstp,,
Extreme,show,stpd,rstp,,
Extreme,configure,dhcp,vlan <vlan-name> client-identifier,,
Extreme,show,dhcp,client,,
Extreme,configure,ports,<port-list> loopback-detection,,
Extreme,show,ports,loopback-detection,,
Extreme,configure,aaa,radius timeout <seconds>,,
Extreme,show,aaa,radius timeout,,
Extreme,configure,log,filter <name>,,
Extreme,show,log,filter <name>,,
Extreme,configure,iparp,vrf <vrf-name> timeout <seconds>,,
Extreme,show,iparp,vrf <vrf-name> timeout,,
Extreme,configure,ospf,area <area-id> virtual-link <router-id>,,
Extreme,show,ospf,virtual-link,,
Extreme,configure,bgp,neighbor <ip-address> weight <value>,,
Extreme,show,bgp,neighbor weight,,
Extreme,configure,rip,timer update <seconds>,,
Extreme,show,rip,timer,,
Extreme,configure,isis,level <level> hello-interval <seconds>,,
Extreme,show,isis,hello,,
Extreme,configure,pim,join-prune-interval <seconds>,,
Extreme,show,pim,join-prune,,
Extreme,configure,igmp,query-max-response-time <seconds>,,
Extreme,show,igmp,query-response,,
Extreme,configure,vrf,<vrf-name> description <text>,,
Extreme,show,vrf,description,,
Extreme,configure,iproute,vrf <vrf-name> metric <value>,,
Extreme,show,iproute,vrf <vrf-name> metric,,
Extreme,configure,ports,<port-list> auto-duplex,,
Extreme,show,ports,auto-duplex,,
Extreme,configure,vlan,<vlan-name>,ip-mtu <value>,,
Extreme,show,vlan,ip-mtu,,
Extreme,configure,stpd,<stpd-name> port <port-list> cost <value>,,
Extreme,show,stpd,port cost,,
Extreme,configure,dhcp,vlan <vlan-name> gateway <ip-address>,,
Extreme,show,dhcp,gateway,,
Extreme,configure,ports,<port-list> jumbo-frame,,
Extreme,show,ports,jumbo-frame,,
Extreme,configure,aaa,radius shared-secret <secret>,,
Extreme,show,aaa,radius shared-secret,,
Extreme,configure,log,filter <name> events <event>,,
Extreme,show,log,events detail,,
Extreme,configure,iparp,vrf <vrf-name> proxy,,
Extreme,show,iparp,vrf <vrf-name> proxy,,
Extreme,configure,ospf,area <area-id> range <network>/<prefix-length>,,
Extreme,show,ospf,range,,
Extreme,configure,bgp,neighbor <ip-address> next-hop-self,,
Extreme,show,bgp,neighbor next-hop,,
Extreme,configure,rip,poison-reverse,,
Extreme,show,rip,poison-reverse,,
Extreme,configure,isis,level <level> overload,,
Extreme,show,isis,overload,,
Extreme,configure,pim,vrf <vrf-name> sparse,,
Extreme,show,pim,vrf <vrf-name> sparse,,
Extreme,configure,igmp,vrf <vrf-name> snooping,,
Extreme,show,igmp,vrf <vrf-name> snooping,,
Extreme,configure,vrf,<vrf-name> iproute add default,,
Extreme,show,vrf,iproute default,,
Extreme,configure,mlag,peer <peer-name> timeout <seconds>,,
Extreme,show,mlag,timeout,,
Extreme,configure,vxlan,add vni <vni> vrf <vrf-name>,,
Extreme,show,vxlan,vrf <vrf-name>,,
Extreme,configure,policy,access-list <name> deny,,
Extreme,show,policy,access-list deny,,
Extreme,configure,ports,<port-list> sharing,,
Extreme,show,ports,sharing,,
Extreme,configure,stpd,<stpd-name> port <port-list> priority <value>,,
Extreme,show,stpd,port priority,,
Extreme,configure,dhcp,vlan <vlan-name> exclude <ip-address>,,
Extreme,show,dhcp,exclude,,
Extreme,configure,ports,<port-list> mirror,,
Extreme,show,ports,mirror,,
Extreme,configure,aaa,radius primary <ip-address>,,
Extreme,show,aaa,radius primary,,
Extreme,configure,log,filter <name> severity <level>,,
Extreme,show,log,filter severity,,
Extreme,configure,iparp,vrf <vrf-name> gratuitous,,
Extreme,show,iparp,vrf <vrf-name> gratuitous,,
Extreme,configure,ospf,area <area-id> nssa,,
Extreme,show,ospf,nssa,,
Extreme,configure,bgp,neighbor <ip-address> local-as <as-number>,,
Extreme,show,bgp,neighbor local-as,,
Extreme,configure,rip,vrf <vrf-name>,,
Extreme,show,rip,vrf <vrf-name>,,
Extreme,configure,isis,vrf <vrf-name>,,
Extreme,show,isis,vrf <vrf-name>,,
Extreme,configure,pim,vrf <vrf-name> register-rate-limit <value>,,
Extreme,show,pim,vrf <vrf-name> register,,
Extreme,configure,igmp,vrf <vrf-name> query-interval <seconds>,,
Extreme,show,igmp,vrf <vrf-name> query,,
Extreme,configure,vrf,<vrf-name> iproute add <network>/<prefix-length>,,
Extreme,show,vrf,iproute <network>/<prefix-length>,,
Extreme,configure,mlag,peer <peer-name> health-check,,
Extreme,show,mlag,health-check,,
Extreme,configure,vxlan,vni <vni> remote-ip <ip-address>,,
Extreme,show,vxlan,remote-ip,,
Extreme,configure,policy,access-list <name> permit,,
Extreme,show,policy,access-list permit,,
Extreme,configure,ports,<port-list> flow-control,,
Extreme,show,ports,flow-control,,
Extreme,configure,stpd,<stpd-name> port <port-list> path-cost <value>,,
Extreme,show,stpd,port path-cost,,
Extreme,configure,dhcp,vlan <vlan-name> dns-server <ip-address>,,
Extreme,show,dhcp,dns-server,,
Extreme,configure,ports,<port-list> energy-efficient-ethernet,,
Extreme,show,ports,energy-efficient-ethernet,,
Extreme,configure,aaa,radius retry <value>,,
Extreme,show,aaa,radius retry,,
Extreme,configure,log,filter <name> match <condition>,,
Extreme,show,log,filter match,,
Extreme,configure,iparp,vrf <vrf-name> refresh,,
Extreme,show,iparp,vrf <vrf-name> refresh,,
Extreme,configure,ospf,vrf <vrf-name> area <area-id>,,
Extreme,show,ospf,vrf <vrf-name> area,,
Extreme,configure,bgp,vrf <vrf-name> neighbor <ip-address>,,
Extreme,show,bgp,vrf <vrf-name> neighbor,,
Extreme,configure,rip,vrf <vrf-name> split-horizon,,
Extreme,show,rip,vrf <vrf-name> split-horizon,,
Extreme,configure,isis,vrf <vrf-name> level <level>,,
Extreme,show,isis,vrf <vrf-name> level,,
Extreme,configure,pim,vrf <vrf-name> crp <ip-address>,,
Extreme,show,pim,vrf <vrf-name> crp,,
Extreme,configure,igmp,vrf <vrf-name> query-max-response-time <seconds>,,
Extreme,show,igmp,vrf <vrf-name> query-response,,
Extreme,configure,vrf,<vrf-name> iproute priority <value>,,
Extreme,show,vrf,iproute priority,,
Extreme,configure,mlag,peer <peer-name> vlan <vlan-name>,,
Extreme,show,mlag,vlan,,
Extreme,configure,vxlan,vni <vni> flood-list <ip-address>,,
Extreme,show,vxlan,flood-list,,
Extreme,configure,policy,access-list <name> match ip-source <address>,,
Extreme,show,policy,access-list match,,
Extreme,configure,ports,<port-list> bandwidth <value>,,
Extreme,show,ports,bandwidth,,
Extreme,configure,stpd,<stpd-name> port <port-list> mode dot1d,,
Extreme,show,stpd,port mode,,
Extreme,configure,dhcp,vlan <vlan-name> netmask <mask>,,
Extreme,show,dhcp,netmask,,
Extreme,configure,ports,<port-list> auto-negotiation,,
Extreme,show,ports,auto-negotiation,,
Extreme,configure,aaa,radius server <ip-address> client-ip <ip-address>,,
Extreme,show,aaa,radius client-ip,,
Extreme,configure,log,filter <name> exclude <condition>,,
Extreme,show,log,filter exclude,,
Extreme,configure,iparp,vrf <vrf-name> max-entries <value>,,
Extreme,show,iparp,vrf <vrf-name> max-entries,,
Extreme,configure,ospf,vrf <vrf-name> router-id <ip-address>,,
Extreme,show,ospf,vrf <vrf-name> router-id,,
Extreme,configure,bgp,vrf <vrf-name> router-id <ip-address>,,
Extreme,show,bgp,vrf <vrf-name> router-id,,
Extreme,configure,rip,vrf <vrf-name> timer update <seconds>,,
Extreme,show,rip,vrf <vrf-name> timer,,
Extreme,configure,isis,vrf <vrf-name> level <level> metric <value>,,
Extreme,show,isis,vrf <vrf-name> metric,,
Extreme,configure,pim,vrf <vrf-name> join-prune-interval <seconds>,,
Extreme,show,pim,vrf <vrf-name> join-prune,,
Extreme,configure,igmp,vrf <vrf-name> snooping vlan <vlan-name>,,
Extreme,show,igmp,vrf <vrf-name> snooping vlan,,
Extreme,configure,vrf,<vrf-name> iproute metric <value>,,
Extreme,show,vrf,iproute metric,,
Extreme,configure,mlag,peer <peer-name> checkpoint,,
Extreme,show,mlag,checkpoint,,
Extreme,configure,vxlan,vni <vni> learning enable,,
Extreme,show,vxlan,learning,,
Extreme,configure,policy,access-list <name> match ip-destination <address>,,
Extreme,show,policy,access-list match ip-destination
